ID,y
1,77.80337085767485
2,94.17020420183357
3,77.73650159358291
4,77.73581998162129
5,115.64528582406274
8,92.86615565462587
10,118.06745844952307
11,97.01784685410028
12,116.14395460416497
14,93.50390024684125
15,115.88904014368532
16,105.1576477006557
17,94.82371869931376
19,94.24634211533761
20,106.12534255833998
21,94.7127706837422
22,116.50843186015123
23,94.82371869931376
26,97.23603210122263
28,97.6720853871248
29,94.82371869931376
33,94.82371869931376
35,94.65706469306129
41,94.83099370872155
42,93.86115610273943
43,117.66114369816229
45,102.9495432261878
46,104.27421463367234
51,94.29556817789624
53,77.84393007736234
55,115.12156522831387
56,93.06837672102729
57,103.47157415039258
58,93.97305834909615
59,103.51865566391025
63,112.82165588907881
64,93.85003410522354
65,106.34711696998399
69,94.18008254064449
71,94.72820216562579
72,103.49969442664425
73,93.72132300192683
76,103.94066242705809
77,104.09765430296595
78,115.61406953307467
82,93.99184467132989
83,106.34711696998399
84,94.33820000241923
85,103.6280966815333
87,112.52456305254682
88,94.78551345388205
89,114.38322760895133
91,94.9124384385111
93,94.8881940466762
94,106.14729089348818
95,95.296742963219
96,112.5636667177572
97,94.0258728640145
98,112.4623518324898
99,94.44628727457236
101,103.95516703511007
103,114.38322760895133
104,93.80289636349607
105,112.9584246115346
110,95.3706577189238
111,112.9063036087655
113,112.18728055825574
114,93.5670946792556
115,120.73474290535184
117,114.32704910643564
120,95.03042650487623
121,112.9918473694525
122,93.05993631312035
123,115.12378793975195
126,112.35405078364327
132,112.20543961241447
135,103.90327311241312
137,104.22551918939742
138,93.5769606450538
140,93.30680951165706
142,118.95416958869397
144,113.75116348864437
148,92.7806228005094
149,115.99689641545254
155,93.4793082904663
156,111.82457947617019
157,94.2510904621291
162,113.81999842445295
163,95.2243257321663
167,95.14813371850234
172,117.62242013801783
179,112.56100961454942
180,93.35213189138507
181,111.69445624155138
182,96.06060893169952
183,114.18512417102016
185,114.18512417102016
187,112.17091159702748
188,93.5522880929323
189,94.49593537399352
191,93.34483745568403
192,119.03445831789615
193,94.50428996604141
194,112.3858267969049
195,93.25537127428224
196,113.68598259565917
198,95.97974975967475
199,113.65209601797059
201,105.80782447305077
204,93.87714936073748
205,103.83151564764277
206,93.39807840436683
210,93.61747742068764
211,103.95516703511007
216,112.24672164030608
219,116.10523104402051
220,93.20286962450682
221,112.15198022026053
226,111.66386690479585
227,94.3502183293447
228,112.1033318827556
230,112.04066996328707
231,93.84798297010387
235,116.49268881948728
236,93.72911850018095
238,112.22760593787511
242,104.63800844471918
243,94.2518376197751
244,77.79804052896884
245,111.72494512778609
247,115.3096580717609
248,93.30492861365816
249,94.41724939112295
250,112.01361102052554
251,93.72911850018095
253,116.49268881948728
254,92.9559254481441
256,94.07476040345598
257,92.39858849999511
258,114.66883543553733
259,94.3916766584001
262,77.75113539828796
266,93.56469242870469
267,112.95873058870563
272,103.7986552977904
273,114.15453483426465
275,93.3663544094593
276,117.97651351264389
279,94.3091834467903
280,106.34711696998399
283,93.44023054187615
285,111.6577796931856
288,114.15453483426465
289,98.10567350449864
290,104.4603161962858
291,93.27209607432862
292,112.09861630577736
293,112.19715919557511
296,92.34224913461128
297,112.58066934033967
298,115.39672427243062
299,93.89471531475434
304,92.90270149467287
305,80.75129971761068
306,93.35094565624178
307,111.72536846708127
311,103.61609789486005
313,111.52507240243139
314,92.44344770528075
316,94.18335571023358
324,94.03030062637326
327,97.3776170782249
329,92.91334700764565
330,112.68069003428393
337,105.06836397607623
338,94.86748975840602
339,104.3593329089972
340,94.1413931013418
343,93.32365597618427
345,115.85031658354086
346,94.68121838992668
347,112.51372475132271
349,117.6101433414544
350,93.59184241507401
352,112.93425993845396
353,92.38441106498121
354,77.74516552332148
357,93.47345051137425
358,113.64964105703159
362,112.72525918665833
364,120.68969909561507
365,104.08834492046644
366,93.5817996153287
367,112.82393160755743
368,93.33553559850994
370,77.77011788646624
373,93.72363843579507
377,92.81938609976656
378,111.37321207301368
382,103.9330636479198
384,112.0932020892282
390,95.52602909686209
392,112.35560189762757
393,112.61527697484486
395,95.8872559835593
396,104.22441048703628
399,77.72715605188273
406,111.5529698399314
408,111.5529698399314
409,94.80394997839909
410,77.72715605188273
412,114.38262426163938
413,92.26709002415147
419,92.68163994281858
420,114.86081638632413
421,92.31702415472137
430,104.03963547519737
434,93.80188342218896
436,95.3964861740323
437,93.2506130520328
438,92.6581992233333
439,113.09459137034165
440,93.36591699726816
443,114.8218855356175
446,93.57394699585748
448,93.37703780552751
452,94.76392561545448
453,104.08544034350747
457,105.54357539510141
458,93.68445182083056
459,118.85338353386474
460,103.71795303464972
462,103.90235969272564
464,103.16735192723992
465,116.10523104402051
467,115.82968433447047
471,114.14013804098393
472,77.81706040606835
473,94.43076841155376
475,93.92184095392724
480,93.79363236826417
488,112.24281424826796
490,111.70892071636392
491,104.60337181092142
492,77.73650159358291
493,93.817880449641
497,94.40541664264319
498,112.98012457855663
499,94.60778158376098
500,104.34083489116111
501,94.13247174412953
502,114.30401100644688
506,77.75402572317672
510,111.64125490889948
511,92.94057970938549
512,92.79941090459194
516,92.87095798883837
518,93.41124096096647
519,111.53719265254216
521,93.45067970168675
522,113.42168980575343
526,114.55133324916629
529,95.67447301556602
532,112.0077875601688
533,93.29918322949102
536,114.70410319490993
537,106.24881690866951
539,93.68430024888333
540,104.77601097175639
541,93.02240390281824
543,95.12953427972872
546,113.95476974430565
547,93.21922326647731
548,77.76161714545887
551,93.27610213595698
552,103.60152449326664
556,103.9958235136971
